Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI
SSL-RNW\00109,SSL - Renewal,Kentish Town City Farm,"1 CITY FARM CRESSFIELD CLOSE, LONDON, NW5 4BN",GA2005,Application Approved,No,15/09/2016,,15/09/2017,,,,,,E05000134,Gospel Oak,528341.41,185353.93,-0.1503,51.552495,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.552495, -0.1503)",7400,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006589,Temporary Event Notice,Cantelowes Gardens & Busby Place,"CANTELOWES GARDENS CAMDEN ROAD,",LA2003,Application Approved,No,04/07/2011,,,,01/07/2011,29/06/2011,,,E05000131,Cantelowes,529523.98,184757.7,-0.133473,51.546866,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.546866, -0.133473)",14878,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010847,Temporary Event Notice,Tower 47,"47 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Rejected,No,,,,,29/10/2014,24/10/2014,27/10/2014,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.54314, -0.148383)",10971,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-C-PREM\0050,Premises - Change of Premises Name,Gipsy Queen,"166 MALDEN ROAD, LONDON, NW5 4BS",LA2003,Application Approved In Full,No,15/04/2015,,,,,15/04/2015,,,E05000134,Gospel Oak,528040.16,185157.08,-0.154714,51.550794,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550794, -0.154714)",31806,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008412,Temporary Event Notice,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved,No,18/09/2012,,,,20/09/2012,17/09/2012,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54314, -0.148383)",13187,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008015,Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Rejected,No,,,,14/06/2012,08/06/2012,05/06/2012,,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.552346, -0.132877)",13561,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001100,Premises - New Licence,Hazraj,"1A FORTESS ROAD, LONDON, NW5 1AA",LA2003,Application Withdrawn,No,,,,,08/02/2012,11/01/2012,,,E05000139,Kentish Town,528957.42,185345.59,-0.141423,51.552279,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.552279, -0.141423)",29013,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011909,Temporary Event Notice,Q Grill,"SITE AT 29-31 CHALK FARM ROAD,",LA2003,Application Approved,No,11/10/2015,,,,14/10/2015,09/10/2015,,Camden Town,E05000136,Haverstock,528594.59,184329.73,-0.147024,51.543233,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.543233, -0.147024)",10009,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\012463,Temporary Event Notice,Camden Food &Wine,"174 ROYAL COLLEGE STREET, LONDON, NW1 0SP",LA2003,Application Approved,No,03/03/2016,,,,08/03/2016,03/03/2016,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.541578, -0.137842)",9492,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005467,Temporary Event Notice,Acland Burghley School,"93 ACLAND BURGHLEY SCHOOL BURGHLEY ROAD, LONDON, NW5 1UJ",LA2003,Application Approved,No,22/09/2010,,,,24/09/2010,22/09/2010,,,E05000139,Kentish Town,529024.18,185916.43,-0.140252,51.557394,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.557394, -0.140252)",15944,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006060,Temporary Event Notice,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved,No,03/02/2011,,,,05/02/2011,03/02/2011,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.54314, -0.148383)",15360,http://opendatacommunities.org/id/london-borough-council/camden
043675,Street Trading  - Renewal Application,QCS34,"Queen's Crescent, London,",N/A,Open,No,,,,,,03/08/2010,,,E05000134,Gospel Oak,528255.31,185092.86,-0.151636,51.550168,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550168, -0.151636)",36193,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011283,Temporary Event Notice,Talacre Open Space,"TALACRE OPEN SPACE DALBY STREET, LONDON, NW5 3NH",LA2003,Application Approved,No,09/03/2015,,,,11/03/2015,06/03/2015,,,E05000136,Haverstock,528582.39,184718.34,-0.147058,51.546728,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.546728, -0.147058)",10570,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009542,Temporary Event Notice,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Approved,No,06/09/2013,,,,27/08/2013,22/08/2013,,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.543074, -0.126691)",12149,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007272,Temporary Event Notice,The Abbey Tavern,"124 KENTISH TOWN ROAD, LONDON, NW1 9QB",LA2003,Application Approved,No,25/11/2011,,,,25/11/2011,23/11/2011,,,E05000131,Cantelowes,529008.65,184633.75,-0.140946,51.54587,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.54587, -0.140946)",14260,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003964,Temporary Event Notice,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,30/09/2009,,,,30/09/2009,28/09/2009,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.551065, -0.140306)",17404,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003369,Temporary Event Notice,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,12/03/2009,,,,06/03/2009,04/03/2009,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.551065, -0.140306)",17994,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003742,Temporary Event Notice,Drama Centre London Ltd,"176 PRINCE OF WALES ROAD, LONDON, NW5 3PT",LA2003,Application Rejected,No,,,,,27/06/2009,25/06/2009,02/07/2009,,E05000136,Haverstock,528149.59,184653.17,-0.15332,51.54624,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.54624, -0.15332)",17629,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003141,Temporary Event Notice,Colonel Fawcett,"1 RANDOLPH STREET, LONDON, NW1 0SS",LA2003,Application Approved,No,16/12/2008,,,,07/12/2008,05/12/2008,,,E05000131,Cantelowes,529363.05,184171.91,-0.136007,51.541639,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.541639, -0.136007)",18212,http://opendatacommunities.org/id/london-borough-council/camden
2014/5824/TC,Table and Chairs,Belgo Noord,"72 Chalk Farm Road, London, NW1 8AN",TC,Final Decision,0,20/10/2014,,20/10/2015,,,05/09/2014,,Camden Town,E05000136,Haverstock,528327.65,184392.87,-0.150849,51.543861,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543861, -0.150849)",34769,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004932,Temporary Event Notice,The Load of Hay Tavern (Previously Hill),"94 HAVERSTOCK HILL, LONDON, NW3 2BD",LA2003,Application Approved,No,20/04/2010,,,,16/04/2010,14/04/2010,,,E05000136,Haverstock,527831.96,184715.57,-0.157876,51.546873,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.546873, -0.157876)",16432,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000803,Late Temporary Event Notice,Mamma Mia Cafe,"296 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,13/05/2014,,,,15/05/2014,12/05/2014,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.551065, -0.140306)",33465,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006514,Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Rejected,No,,,,,29/05/2011,27/05/2011,08/06/2011,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.552346, -0.132877)",14946,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000850,Premises Licence -  Variation Application,Chalk Farm Grill,"18 HAVERSTOCK HILL, LONDON, NW3 2BL",LA2003,Application Rejected,No,,,,,06/07/2014,08/06/2014,,Camden Town,E05000136,Haverstock,528190.18,184432.25,-0.152816,51.544246,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.544246, -0.152816)",21300,http://opendatacommunities.org/id/london-borough-council/camden
SSL-NEW\00058,SSL - New Registration,Gospel Oak School Association,"GOSPEL OAK PRIMARY SCHOOL MANSFIELD ROAD, LONDON, NW3 2JB",GA2005,Application Approved,No,20/10/2010,,20/10/2011,,,,,,E05000134,Gospel Oak,528207.18,185640.91,-0.152131,51.555104,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.555104, -0.152131)",7642,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\001179,Premises Licence - Transfer Application,Kentish Delight,"381 KENTISH TOWN ROAD, LONDON, NW5 2TJ",LA2003,Application Rejected - Incomplete Documentation,No,,,,,24/12/2013,10/12/2013,09/01/2014,,E05000139,Kentish Town,528986.57,185239.77,-0.141042,51.551322,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.551322, -0.141042)",27111,http://opendatacommunities.org/id/london-borough-council/camden
GGN\00176,Gaming Notification,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",GA2005,Application Approved,No,,,,,,27/09/2012,,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.543074, -0.126691)",8204,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000953,Late Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,22/09/2014,,,,24/09/2014,19/09/2014,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543877, -0.132175)",33331,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007826,Temporary Event Notice,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Approved,No,19/04/2012,,,,17/04/2012,15/04/2012,,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543074, -0.126691)",13735,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001669,Premises - New Licence,Camden New Town Community Fesitval,"156 ST PAUL'S CRESCENT, LONDON, NW1 9XZ",LA2003,Application Approved In Full,No,17/06/2016,,,,16/06/2016,19/05/2016,,,E05000131,Cantelowes,529871.54,184153.63,-0.128686,51.541358,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.541358, -0.128686)",28494,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004435,Temporary Event Notice,Colonel Fawcett,"1 RANDOLPH STREET, LONDON, NW1 0SS",LA2003,Application Approved,No,09/12/2009,,,,06/12/2009,04/12/2009,,,E05000131,Cantelowes,529363.05,184171.91,-0.136007,51.541639,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.541639, -0.136007)",16921,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006215,Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,11/03/2011,,,,10/03/2011,08/03/2011,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.54314, -0.148383)",15213,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008205,Temporary Event Notice,Co-Operative Group Food Limited,"250 254 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved,No,18/07/2012,,,,11/07/2012,06/07/2012,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.549255, -0.140701)",13372,http://opendatacommunities.org/id/london-borough-council/camden
2015/3092/TC,Table and Chairs,Bull and Gate,"389 Kentish Town Road, London, NW5 2TJ",TC,Final Decision,2,16/09/2015,,08/09/2016,,,05/05/2015,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.551885, -0.141932)",34649,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006237,Temporary Event Notice,The Load of Hay Tavern (Previously Hill),"94 HAVERSTOCK HILL, LONDON, NW3 2BD",LA2003,Application Approved,No,18/03/2011,,,,18/03/2011,16/03/2011,,,E05000136,Haverstock,527831.96,184715.57,-0.157876,51.546873,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.546873, -0.157876)",15196,http://opendatacommunities.org/id/london-borough-council/camden
GGN\00111,Gaming Notification,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",GA2005,Application Approved,No,,,,,,12/06/2014,,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.552346, -0.132877)",8265,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\002599,Premises - Variation of DPS,Co-Operative Group Food Limited,"250 254 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved In Full,No,12/12/2012,,,,04/12/2012,20/11/2012,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.549255, -0.140701)",23877,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001758,Temporary Event Notice,Romo Deli,"89 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,16/11/2007,,,,15/11/2007,13/11/2007,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543994, -0.151855)",19465,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\000474,Premises - Variation of DPS,T & M MINI MARKET,"145 QUEEN'S CRESCENT, LONDON, NW5 4ED",LA2003,Application Approved In Full,No,11/01/2007,,,,07/12/2006,23/11/2006,,,E05000134,Gospel Oak,528193.34,185071.4,-0.152537,51.549989,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.549989, -0.152537)",25878,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004401,Temporary Event Notice,Vine,"86 HIGHGATE ROAD, LONDON, NW5 1PB",LA2003,Application Rejected,No,,,,,03/12/2009,01/12/2009,03/12/2009,,E05000139,Kentish Town,528724.43,185624.2,-0.14468,51.554836,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.554836, -0.14468)",16960,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006059,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,03/02/2011,,,,30/01/2011,28/01/2011,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543877, -0.132175)",15361,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\002133,Late Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,28/04/2017,,,,02/05/2017,27/04/2017,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.54314, -0.148383)",32221,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001757,Temporary Event Notice,Romo Deli,"89 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,16/11/2007,,,,15/11/2007,13/11/2007,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543994, -0.151855)",19466,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010269,Temporary Event Notice,Mamma Mia Cafe,"296 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,23/04/2014,,,,28/04/2014,23/04/2014,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.551065, -0.140306)",11479,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003576,Temporary Event Notice,Grafton Arms,"20 PRINCE OF WALES ROAD, LONDON, NW5 3LG",LA2003,Application Rejected,No,,,,,13/05/2009,11/05/2009,14/05/2009,,E05000139,Kentish Town,528728.59,184759.16,-0.144936,51.547061,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.547061, -0.144936)",17791,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002032,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,22/01/2008,,,,20/01/2008,18/01/2008,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.550221, -0.132987)",19204,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000184,Premises - Conversion of Licence,"Crystal Mini Market, Ground Floor","62 MANSFIELD ROAD, LONDON, NW3 2HU",LA2003,Application Approved,No,28/06/2005,,,,27/06/2005,29/05/2005,,,E05000134,Gospel Oak,528006.74,185524.17,-0.155062,51.5541,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.5541, -0.155062)",31640,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007852,Temporary Event Notice,Grand Union (Camden),"102 106 CAMDEN ROAD, LONDON, NW1 9EA",LA2003,Application Approved,No,27/04/2012,,,,21/04/2012,19/04/2012,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.541578, -0.137842)",13711,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001874,Late Temporary Event Notice,Eleanor Primary School,"ELEANOR PALMER PRIMARY SCHOOL LUPTON STREET, LONDON, NW5 2JA",LA2003,Application Approved,No,26/09/2016,,,,28/09/2016,23/09/2016,,,E05000139,Kentish Town,529119.07,185634.55,-0.138987,51.554839,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.554839, -0.138987)",32462,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\002239,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,31/03/2008,,,,29/03/2008,27/03/2008,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.55423, -0.144109)",19014,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001202,Premises - New Licence,Crescent Supermarket,"88 QUEEN'S CRESCENT, LONDON, NW5 4DY",LA2003,Application Rejected,No,,,,,21/08/2012,24/07/2012,,,E05000136,Haverstock,528294.02,185057.4,-0.151091,51.54984,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.54984, -0.151091)",28926,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006559,Temporary Event Notice,02 Forum,"9  17 HIGHGATE ROAD, LONDON, NW5 1JY",LA2003,Application Approved,No,21/06/2011,,,,19/06/2011,17/06/2011,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.551885, -0.141932)",14905,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000913,Late Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,15/08/2014,,,,20/08/2014,15/08/2014,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.553337, -0.161684)",33365,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007360,Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,05/12/2011,,,,30/11/2011,28/11/2011,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543994, -0.151855)",14175,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000572,Premises Licence - Transfer Application,Best One Limtied,"22 LAMBTON HOUSE FORTESS ROAD, LONDON, NW5 2HA",LA2003,Application Approved In Full,No,04/01/2010,,,,24/11/2009,10/11/2009,,,E05000139,Kentish Town,529015.39,185365.81,-0.14058,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.552448, -0.14058)",27678,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000940,Premises Licence - Transfer Application,Shell Camden Town,"109 113 YORK WAY, LONDON, N7 9QE",LA2003,Application Approved In Full,No,06/08/2012,,,,23/07/2012,09/07/2012,,,E05000131,Cantelowes,529969.51,184708.58,-0.127069,51.546323,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.546323, -0.127069)",27325,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000641,Premises Licence -  Variation Application,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Rejected - Incomplete Documentation,No,,,,,05/09/2011,08/08/2011,16/08/2011,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.543074, -0.126691)",21495,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001733,Late Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,04/05/2016,,,,05/05/2016,01/05/2016,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550221, -0.132987)",32597,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001284,Late Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,16/06/2015,,,,17/06/2015,12/06/2015,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.550221, -0.132987)",33020,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\001005,Premises Licence - Transfer Application,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved In Full,No,11/12/2012,,,,07/12/2012,23/11/2012,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.554378, -0.165083)",27266,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000392,Premises - Conversion of Licence,Thresher Wine Shop,"150 FORTESS ROAD, LONDON, NW5 2HP",LA2003,Application Approved,No,30/07/2005,,,,29/07/2005,30/06/2005,,,E05000139,Kentish Town,529147.5,185781.26,-0.138523,51.556151,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.556151, -0.138523)",31446,http://opendatacommunities.org/id/london-borough-council/camden
